sentence,tag,,,,,,,,,
"Any and all data, information, and material created, conceived, reduced to practice, or developed by or on behalf of either Party, whether alone, in connection with the other Party or any third party, including, without limitation, written works, processes, methods, inventions, discoveries, software, works of visual art, audio works, look-and-feel attributes, and multimedia works, based on, using, or derived from, in whole or in part, any NCM Property, whether or not done on NCM’s facilities, with NCM’s equipment, or by NCM personnel, and any and all right, title, and interest therein and thereto (including, but not limited to, the right to sue for past infringement) (collectively, “Derived Works”), shall be owned solely and exclusively by NCM, and Network Affiliate agrees to and hereby does assign, transfer, and convey to NCM (and will ensure than any third party acting with or on behalf of Network Affiliate assigns, transfers, and conveys to NCM any and all right, title, or interest in or to any Derived Work which it may at any time acquire by operation of law or otherwise.",['obligation'],,,,,,,,,
"Each party agrees to permanently hold, and cause its personnel to hold, all Confidential Information of the other party in strict confidence, except that each party may: (i) disclose the Confidential Information of the other party that is required to be disclosed by governmental agencies, regulatory authorities, or pursuant to court order, but only to the extent such disclosure is required by law and only if such party provides prompt prior written notice to the other party of the disclosure, and (ii) subject to the terms and conditions of this Agreement, use the Confidential Information of the other party only to the extent necessary to perform its obligations under this Agreement.","['obligation', 'permission']",,,,,,,,,
"Except as specifically permitted by this Agreement, neither party shall duplicate or use, or permit the duplication or use of, any Confidential Information of the other party or disclose or permit the disclosure of such Confidential Information to any person or entity.",['prohibition'],,,,,,,,,
"Each party shall limit use, possession, and disclosure of, and shall limit access to, the Confidential Information of the other party only to those of its employees or representatives whose performance under this Agreement requires such use, possession, disclosure, or access and who have signed confidentiality and non-disclosure agreements protecting the confidentiality of the Confidential Information at least to the same extent as such information is protected under this Agreement.",['obligation'],,,,,,,,,
"For the avoidance of doubt, neither party shall issue any press release or other public announcement concerning this Agreement, including without limitation its existence, without the prior written approval of the other party.",['prohibition'],,,,,,,,,
"Due to the sensitive nature of the Point-of-Sale Information, NCM will establish a “Chinese Wall” around the Point-of-Sale Information to prevent the disclosure of the Point-of-Sale Information under any circumstances to any theatre operator that is a competitor of Network Affiliate, any employees or agents of any affiliate of NCM, including the board of directors thereof and employees thereof with operational responsibility, except to the extent such employees or agents have a need to know such information to permit NCM’s performance under this Agreement.",['obligation'],,,,,,,,,
"Notwithstanding the preceding sentence, but subject to the confidentiality restrictions of Section 13.1, NCM shall be permitted to disclose the Point-of-Sale Information in aggregate form.",['permission'],,,,,,,,,
"Due to the unique and proprietary nature of the NCM Property, the Derived Works and the Confidential Information, it is understood and agreed that each party’s remedies at law for a breach of this Article XIII will be inadequate and that each party shall, in the event of any such breach or the threat of such breach, be entitled to equitable relief (including without limitation provisional and permanent injunctive relief and specific performance).",['permission'],,,,,,,,,
The parties shall be entitled to the relief described in this Section 13.3 without the requirement of posting a bond.,['permission'],,,,,,,,,
"Either party may change its address for notices by giving written notice of the new address to the other party in accordance with this section, but any element of such party’s address that is not newly provided in such notice shall be deemed not to have changed.",['permission'],,,,,,,,,
"In the event of any action or other proceeding relating to this Agreement or the enforcement of any provision of this Agreement, the prevailing party (as determined by the court) shall be entitled to payment by the non-prevailing party of all costs and expenses (including reasonable attorneys’ fees) incurred by the prevailing party, including any costs and expenses incurred in connection with any challenge to the jurisdiction or the convenience or propriety of venue of proceedings before any state or federal court located in New York, New York.",['permission'],,,,,,,,,
